Fiscal Year,District Number,District Type,District Name,Language Name,Home Primary Language,Enrollments,County Code,County Name,Economic Development Region,Strata,Strata Name
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Armenian,003,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Azerbaijani,186,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"English, Creolized",057,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Portuguese,038,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Swedish,046,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,German,017,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Farsi ,013,13,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Danish,009,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Oriya,334,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"Oromo, Afan Oromo, Oromiffa ",074,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Thai,047,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Kurdish,027,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Dutch,033,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Japanese,024,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Russian,040,19,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Hindi ,019,44,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Uzbek,096,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Bulgarian,064,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Telugu,119,26,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",032,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Malayalam,115,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Ewe,158,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Greek,054,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Italian,023,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Cebuano,036,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Slovak,043,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,77,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Vietnamese,051,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Amharic,063,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Croatian,127,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Urdu,122,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Hmong,020,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Nuer,076,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Marathi,116,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Albanian,072,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Tibetan,073,26,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Nepali,068,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Czech,004,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Korean,026,17,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Tamil,118,14,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,French,015,16,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Kannada ,113,9,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,English,011,7589,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Bosnian,041,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Hindustani ,121,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Gujarati,112,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Arabic,002,36,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Hausa,144,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Somali,069,153,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Bengali,010,38,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Assamese,182,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Burmese,055,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,German,017,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Amharic,063,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Portuguese,038,9,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Czech,004,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Danish,009,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Hebrew,018,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Hmong,020,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Afrikaans,001,11,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Vietnamese,051,13,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Russian,040,55,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Sign Language, ASL",042,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",032,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Uzbek,096,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,61,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Spanish,045,129,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Polish,037,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Arabic,002,14,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Dutch,033,13,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Hindi ,019,10,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Somali,069,16,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Farsi ,013,15,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Not Specific,052,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Bosnian,041,20,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Ukrainian,049,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Norwegian,034,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Romanian,039,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Sinhala,058,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Korean,026,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Swedish,046,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Thai,047,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,18,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Greek,054,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Italian,023,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Japanese,024,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Bengali,010,9,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Bulgarian,064,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Latvian,029,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,French,015,14,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Cebuano,036,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Wolof,094,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,English,011,8997,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,English,011,2165,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Arabic,002,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,German,017,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Vietnamese,051,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Dari,120,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Romanian,039,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Turkish,048,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Cebuano,036,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Portuguese,038,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Spanish,045,23,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Danish,009,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Russian,040,17,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Romanian,039,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Polish,037,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Russian,040,12,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Arabic,002,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Vietnamese,051,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Amharic,063,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,French,015,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Portuguese,038,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Urdu,122,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
12-13,0278,01,ORONO PUBLIC SCHOOL DISTRICT,German,017,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
